country,year,gdp,pop,unemp
GW,2006,0.736761000674145,1.377581,4.23099994659424
GW,2007,0.760801183943933,1.411543,3.95300006866455
GW,2008,0.78517396194352,1.446936,3.85899996757507
GY,2005,1.8373099359476,0.746163,11.0869998931885
GY,2006,1.9315567580097301,0.746343,10.6999998092651
GY,2007,2.06714509813493,0.746474,10.4759998321533
GY,2008,2.10800526080991,0.746817,10.4739999771118
HK,2005,188.649391594788,6.8132,5.57999992370605
HK,2006,201.91628187141,6.8571,4.76999998092651
HK,2007,214.969619958345,6.9163,4.01000022888184
HK,2008,219.54397739496,6.9578,3.55999994277954
HN,2005,13.268415996710301,7.458985,4.90899991989136
HN,2006,14.139785190677099,7.634298,3.57500004768372
HN,2007,15.0148013589561,7.808518,3.21099996566772
HN,2008,15.650167709792,7.980955,3.15599989891052
HR,2005,58.270260288185604,4.310145,12.5979995727539
HR,2006,61.1843879869451,4.311159,11.1300001144409
HR,2007,64.40659129100621,4.310217,9.90900039672852
HR,2008,65.5398457112335,4.309705,8.52999973297119
HT,2005,6.2233056299614,9.195288,14.8769998550415
HT,2006,6.3632815541604,9.344785,15.8120002746582
HT,2007,6.57602378876868,9.495328,16.7999992370605
HT,2008,6.6315217847126195,9.64658,15.9390001296997
HU,2005,132.48784796375,10.087065,7.18800020217896
HU,2006,137.828450764325,10.07137,7.49399995803833
HU,2007,138.162240642635,10.05578,7.4060001373291
HU,2008,139.62440012485,10.038188,7.81699991226196
ID,2005,571.2049544346579,226.28947,7.94500017166138
ID,2006,602.626663572802,229.318262,7.55100011825562
ID,2007,640.863459320349,232.374245,8.0600004196167
ID,2008,679.4030882451669,235.469762,7.20900011062622
IE,2005,217.46468066598402,4.159914,4.34200000762939
IE,2006,228.492099412739,4.273591,4.41499996185303
IE,2007,240.657629408819,4.398942,4.98000001907349
IE,2008,229.875245087371,4.489544,6.77400016784668
IL,2005,190.909184937085,6.9301,11.3420000076294
IL,2006,201.53220264541199,7.0537,10.7069997787476
IL,2007,213.167629208729,7.1801,9.37899971008301
IL,2008,219.555161108684,7.3088,7.7039999961853
IM,2005,4.62797600700112,0.080305,NA
IM,2006,4.98433020410861,0.081285,NA
IM,2007,5.3560150376486595,0.082408,NA
IM,2008,5.60774766526824,0.083508,NA
IN,2005,1193.8727374857701,1147.609927,3.10199999809265
IN,2006,1290.10762611685,1165.486291,2.73699998855591
IN,2007,1388.94038549375,1183.209472,2.3989999294281
IN,2008,1431.8127814208601,1200.669765,2.26799988746643
IQ,2005,104.187985160487,26.922284,9.42000007629395
IQ,2006,114.77160814941499,27.448124,9.06400012969971
IQ,2007,116.35269969720599,27.911248,8.64900016784668
IQ,2008,125.926324446493,28.385746,8.1899995803833
IR,2005,400.345002659641,69.762347,12.1000003814697
IR,2006,420.361433133513,70.55476,11.1999998092651
IR,2007,454.645159600385,71.336475,10.6000003814697
IR,2008,455.785666778382,72.120604,10.4799995422363
IS,2005,12.9479927981375,0.296734,2.54699993133545
IS,2006,13.62760964889,0.303782,2.82999992370605
IS,2007,14.903879325443,0.311566,2.25099992752075
IS,2008,15.2007617408577,0.317414,2.94600009918213
IT,2005,2165.0231834248402,57.969484,7.73099994659424
IT,2006,2203.79094764615,58.143979,6.77699995040894
IT,2007,2236.5629273723903,58.43831,6.07499980926514
IT,2008,2215.0469048234304,58.826731,6.72300004959106
JM,2005,13.5478865513215,2.740003,11.2629995346069
JM,2006,13.9406567646644,2.754407,10.3249998092651
JM,2007,14.1402805619417,2.768227,9.74499988555908
JM,2008,14.0254987146735,2.781876,10.3299999237061
JO,2005,19.8031181982199,5.765635,14.8000001907349
JO,2006,21.4058501874454,5.99154,14
JO,2007,23.1559323703967,6.25528,13.1000003814697
JO,2008,24.8306639712302,6.556478,12.6999998092651
JP,2005,5672.3068239900995,127.773,4.40000009536743
JP,2006,5752.853952769719,127.854,4.09999990463257
JP,2007,5848.0167355636695,128.001,3.90000009536743
JP,2008,5784.06629824166,128.063,4
KE,2005,31.322527291253103,36.624895,9.78400039672852
KE,2006,33.3498760843647,37.649033,9.44200038909912
KE,2007,35.634585973744905,38.705932,9.0649995803833
KE,2008,35.7173589684514,39.791981,8.92599964141846
KG,2005,3.85938225251029,5.1626,8.10999965667725
KG,2006,3.9791349739144,5.2184,8.27000045776367
KG,2007,4.31906749668377,5.2684,8.10000038146973
KG,2008,4.68193896069465,5.3187,8.22000026702881
KH,2005,8.13833573042109,13.273354,1.47000002861023
KH,2006,9.01492268130467,13.477709,1.27900004386902
KH,2007,9.935578323299431,13.679962,1.16799998283386
KH,2008,10.6004252443636,13.883834,1.15100002288818
KI,2005,0.156554009173463,0.092325,NA
KI,2006,0.15647683536947302,0.094343,NA
KI,2007,0.159661056450992,0.096527,NA
KI,2008,0.156321846427942,0.098761,NA
KM,2005,0.7869273143030749,0.611627,4.48299980163574
KM,2006,0.8077569299406969,0.626425,4.19799995422363
KM,2007,0.814219327456845,0.64162,3.92400002479553
KM,2008,0.846787872504037,0.657229,3.78600001335144
KN,2005,0.739892995458026,0.046857,NA
KN,2006,0.761480862447004,0.047339,NA
KN,2007,0.76109130656529,0.047778,NA
KN,2008,0.810469810369015,0.048185,NA
KP,2005,NA,23.904167,3.91799998283386
KP,2006,NA,24.054864,3.66300010681152
KP,2007,NA,24.188331,3.38100004196167
KP,2008,NA,24.310142,3.27800011634827
KR,2005,894.708410715351,48.184561,3.70000004768372
KR,2006,941.0198942789351,48.438292,3.5
KR,2007,992.4315412422011,48.683638,3.20000004768372
KR,2008,1020.50964438728,49.054708,3.20000004768372
KW,2005,108.941032798325,2.270198,1.52600002288818
KW,2006,117.127704117237,2.373672,1.29999995231628
KW,2007,124.145498953245,2.504019,1.5
KW,2008,127.224005582694,2.656009,1.75
KY,2005,4.28238217851185,0.049261,NA
KY,2006,4.479371758259361,0.05074,NA
KY,2007,4.6210374994760395,0.05228,NA
KY,2008,4.60452185594996,0.053836,NA
KZ,2005,109.482467339845,15.147029,8.13000011444092
KZ,2006,121.197091345208,15.308084,7.78999996185303
KZ,2007,131.983632474924,15.484192,7.26000022888184
KZ,2008,136.339092346875,15.674,6.63000011444092
LA,2005,4.84815605011908,5.751676,1.35000002384186
LA,2006,5.26603152629351,5.846074,1.08700001239777
LA,2007,5.66608292592663,5.944948,0.865000009536743
LA,2008,6.10944840532914,6.04662,0.740000009536743
LB,2005,26.5977698242123,4.698763,8.39200019836426
LB,2006,27.050313320796,4.759753,8.71100044250488
LB,2007,29.5770640260033,4.767344,8.97999954223633
LB,2008,32.3126000173798,4.764741,7.24399995803833
LC,2005,1.2440453038794501,0.163417,18.7000007629395
LC,2006,1.3211170971209198,0.165381,16
LC,2007,1.34843541367314,0.167639,14
LC,2008,1.41554790355213,0.170011,12.7200002670288
LI,2005,NA,0.034713,NA
LI,2006,NA,0.03497,NA
LI,2007,NA,0.035217,NA
LI,2008,NA,0.035471,NA
LK,2005,41.633334150860804,19.544988,7.67000007629395
LK,2006,44.8258997412981,19.695972,6.5
LK,2007,47.8726382029726,19.842044,5.96999979019165
LK,2008,50.721102373424,19.983984,5.21999979019165
LR,2005,1.41033150746203,3.218116,2.42199993133545
LR,2006,1.52377725170187,3.329211,2.2260000705719
LR,2007,1.66907367723425,3.461911,2.03200006484985
LR,2008,1.78834049135975,3.60786,1.96399998664856
LS,2005,1.88841557070597,1.996114,31.9209995269775
LS,2006,1.96829734058631,1.989939,30.2709999084473
LS,2007,2.06342443724244,1.986922,28.681999206543
LS,2008,2.20248962048615,1.987129,27.4300003051758
LT,2005,34.9763722855775,3.322528,8.32499980926514
LT,2006,37.566877786561896,3.269909,5.78000020980835
LT,2007,41.7319003496702,3.231294,4.25
LT,2008,42.828647225546796,3.198231,5.82600021362305
LU,2005,47.158078369793195,0.465158,4.48799991607666
LU,2006,49.6001527915916,0.472637,4.73099994659424
LU,2007,53.7440239821195,0.479993,4.06500005722046
LU,2008,53.0563232004439,0.48865,5.05999994277954
LV,2005,24.414634892690103,2.238799,10.0329999923706
LV,2006,27.317070295,2.218357,7.03000020980835
LV,2007,30.0517416236374,2.200325,6.05200004577637
LV,2008,29.046100035181198,2.177322,7.73899984359741
LY,2005,61.7140490451692,5.798614,18.4589996337891
LY,2006,65.7257999490192,5.886872,18.117000579834
LY,2007,69.9009111089382,5.974787,17.386999130249
LY,2008,71.76541710849581,6.058748,16.5459995269775
MA,2005,73.0140760045985,30.455561,11.0100002288818
MA,2006,78.5446233106445,30.804683,9.67000007629395
MA,2007,81.3185006338362,31.163673,9.5600004196167
MA,2008,86.13522123645039,31.536811,9.56999969482422
MC,2005,4.85854304635762,0.033843,NA
MC,2006,5.1405298013245,0.03419,NA
MC,2007,5.8822516556291395,0.034525,NA
MC,2008,5.92147650922788,0.034872,NA
MD,2005,5.95397703618003,3.595187,7.28999996185303
MD,2006,6.23976792499135,3.585209,7.38000011444092
MD,2007,6.42696097769747,3.57691,5.07000017166138
MD,2008,6.928263943255089,3.570108,3.98000001907349
ME,2005,3.43978636346066,0.614261,30.3099994659424
ME,2006,3.73445289354152,0.615025,24.6760005950928
ME,2007,3.9887728622490903,0.615875,19.3999996185303
ME,2008,4.27687354904168,0.616969,17.1499996185303
MF,2005,NA,0.034248,NA
MF,2006,NA,0.035237,NA
MF,2007,NA,0.036137,NA
MF,2008,NA,0.036885,NA
MG,2005,8.67782492338867,18.336724,2.35999989509583
MG,2006,9.11367796564031,18.880269,2.51999998092651
MG,2007,9.68242418887229,19.43353,2.55599999427795
MG,2008,10.332369745870501,19.996473,2.67300009727478
MH,2005,0.15406692614967799,0.055258,NA
MH,2006,0.155096338814835,0.055767,NA
MH,2007,0.159391140494216,0.056051,NA
MH,2008,0.148627306001046,0.056174,NA
MK,2005,7.73637612217433,2.060273,37.25
MK,2006,8.13379571016142,2.063131,36.0250015258789
MK,2007,8.66033590647652,2.065426,34.935001373291
MK,2008,9.1342296076711,2.067313,33.7610015869141
ML,2005,8.52727341425,12.775516,10.0139999389648
ML,2006,8.924830836573731,13.203378,10.8430004119873
ML,2007,9.236630227001418,13.651464,11.710000038147
ML,2008,9.67752993879202,14.113577,10.1070003509521
MM,2005,29.2753580775655,48.949924,1.06500005722046
MM,2006,33.1034335790233,49.30105,0.945999979972839
MM,2007,37.0730103788848,49.621475,0.837000012397766
MM,2008,40.8749608116237,49.929642,0.787999987602234
MN,2005,5.25276513174542,2.526424,7.60500001907349
MN,2006,5.70220405040528,2.558856,7.02899980545044
MN,2007,6.28656685431684,2.59382,7.19999980926514
MN,2008,6.84609443554697,2.631898,5.56500005722046
MO,2005,16.5257200391859,0.482858,4.09999990463257
MO,2006,18.72598146584,0.493799,3.79999995231628
MO,2007,21.4314414750733,0.504511,3.20000004768372
MO,2008,22.158796347977297,0.515239,3
MP,2005,1.2371612903225802,0.056542,NA
MP,2006,1.15190818858561,0.055882,NA
MP,2007,1.0745856079404499,0.055219,NA
MP,2008,0.9556277915632749,0.054625,NA
MR,2005,3.38659756909164,3.024194,10.1330003738403
MR,2006,4.02561803249326,3.111906,10.6389999389648
MR,2007,4.1390533718809,3.202517,10.2709999084473
MR,2008,4.183753791902911,3.296238,9.71100044250488
MT,2005,7.91647885456715,0.403834,6.9229998588562
MT,2006,8.06124883998409,0.405308,6.7979998588562
MT,2007,8.38260639003049,0.406724,6.47200012207031
MT,2008,8.6631313800875,0.409379,5.97700023651123
MU,2005,7.93933902422559,1.228254,9.52400016784668
MU,2006,8.32563110468563,1.233996,9.03999996185303
MU,2007,8.80244134201384,1.23963,8.47500038146973
MU,2008,9.2766255623588,1.244121,7.17000007629395
MV,2005,1.7487995994496701,0.319608,2.87400007247925
MV,2006,2.20543729320646,0.327487,3.02900004386902
MV,2007,2.37556179874616,0.335169,3.01600003242493
MV,2008,2.60089173791487,0.343452,3.13000011444092
MW,2005,4.86680993868561,12.625952,7.80000019073486
